"Booking_ID","no_of_adults","no_of_children","no_of_weekend_nights","no_of_week_nights","type_of_meal_plan","required_car_parking_space","room_type_reserved","lead_time","arrival_year","arrival_month","arrival_date","market_segment_type","repeated_guest","no_of_previous_cancellations","no_of_previous_bookings_not_canceled","avg_price_per_room","no_of_special_requests","booking_status","sqrt_lead_time"
"INN00218",2,1,2,5,"Meal Plan 1",0,"Room_Type 4",78,2018,3,20,"Online",0,0,0,86.32,1,"Not_Canceled",8.83176086632785
"INN00220",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",103,2017,8,22,"Online",0,0,0,55.96,0,"Not_Canceled",10.1488915650922
"INN00221",1,0,0,2,"Not Selected",0,"Room_Type 1",0,2018,6,8,"Online",0,0,0,109,1,"Not_Canceled",0
"INN00222",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",118,2018,3,1,"Offline",0,0,0,86,0,"Not_Canceled",10.8627804912002
"INN00223",2,0,1,5,"Meal Plan 1",0,"Room_Type 1",56,2018,9,5,"Online",0,0,0,118.95,0,"Not_Canceled",7.48331477354788
"INN00224",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,2018,6,10,"Offline",0,0,0,130,1,"Not_Canceled",10.3440804327886
"INN00225",2,0,1,3,"Not Selected",0,"Room_Type 1",70,2018,4,14,"Online",0,0,0,90.56,1,"Not_Canceled",8.36660026534076
"INN00226",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",76,2018,4,1,"Online",0,0,0,87.3,1,"Not_Canceled",8.71779788708135
"INN00227",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",144,2018,5,27,"Online",0,0,0,177.65,1,"Canceled",12
"INN00228",1,2,2,2,"Meal Plan 1",0,"Room_Type 6",4,2017,9,19,"Online",0,0,0,200.75,2,"Not_Canceled",2
"INN00229",2,1,0,2,"Meal Plan 1",0,"Room_Type 1",15,2018,3,18,"Online",0,0,0,127,1,"Not_Canceled",3.87298334620742
"INN00230",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",32,2018,2,5,"Online",0,0,0,72.9,0,"Canceled",5.65685424949238
"INN00231",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",49,2018,5,7,"Online",0,0,0,159.3,0,"Canceled",7
"INN00232",2,1,1,3,"Meal Plan 1",0,"Room_Type 1",77,2018,5,12,"Online",0,0,0,135.15,1,"Not_Canceled",8.77496438739212
"INN00233",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",22,2018,10,28,"Offline",0,0,0,90,0,"Not_Canceled",4.69041575982343
"INN00234",2,0,1,0,"Not Selected",0,"Room_Type 1",0,2017,10,18,"Online",0,0,0,114,0,"Not_Canceled",0
"INN00235",2,1,0,1,"Meal Plan 1",1,"Room_Type 1",58,2018,6,21,"Online",0,0,0,125.1,1,"Not_Canceled",7.61577310586391
"INN00236",2,0,2,6,"Not Selected",0,"Room_Type 1",4,2017,8,14,"Online",0,0,0,95.13,1,"Not_Canceled",2
"INN00237",2,0,0,2,"Meal Plan 1",0,"Room_Type 5",117,2018,4,29,"Online",0,0,0,105.84,0,"Canceled",10.816653826392
"INN00238",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",36,2018,12,26,"Online",0,0,0,102,0,"Canceled",6
"INN00239",2,0,2,2,"Not Selected",0,"Room_Type 1",35,2018,12,2,"Online",0,0,0,74.8,2,"Not_Canceled",5.91607978309962
"INN00240",2,0,1,0,"Not Selected",0,"Room_Type 1",31,2018,4,24,"Online",0,0,0,94.5,0,"Canceled",5.56776436283002
"INN00241",2,0,2,4,"Not Selected",0,"Room_Type 1",79,2018,6,16,"Online",0,0,0,120.6,0,"Not_Canceled",8.88819441731559
"INN00242",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",1,2017,10,9,"Online",0,0,0,139.33,0,"Not_Canceled",1
"INN00243",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",21,2017,9,3,"Online",0,0,0,105,0,"Not_Canceled",4.58257569495584
"INN00244",2,0,0,2,"Not Selected",0,"Room_Type 1",12,2018,9,14,"Corporate",0,0,0,100,1,"Not_Canceled",3.46410161513775
"INN00245",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",33,2018,2,8,"Online",0,0,0,80.3,1,"Not_Canceled",5.74456264653803
"INN00246",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",164,2017,10,2,"Offline",0,0,0,100,0,"Not_Canceled",12.8062484748657
"INN00247",2,0,0,3,"Meal Plan 1",1,"Room_Type 1",78,2018,3,24,"Online",0,0,0,105.3,1,"Not_Canceled",8.83176086632785
"INN00248",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",18,2018,5,31,"Online",0,0,0,112.8,0,"Canceled",4.24264068711928
"INN00249",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",21,2018,8,15,"Online",0,0,0,151,0,"Canceled",4.58257569495584
"INN00250",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",0,2017,11,9,"Online",0,0,0,91,1,"Not_Canceled",0
"INN00251",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",152,2018,8,13,"Online",0,0,0,146.7,1,"Canceled",12.328828005938
"INN00252",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",43,2017,10,2,"Offline",0,0,0,58.4,0,"Not_Canceled",6.557438524302
"INN00253",2,0,0,4,"Not Selected",0,"Room_Type 1",177,2018,7,26,"Online",0,0,0,80.75,1,"Canceled",13.3041346956501
"INN00254",2,0,1,1,"Not Selected",0,"Room_Type 1",47,2018,5,21,"Offline",0,0,0,76.5,0,"Not_Canceled",6.85565460040104
"INN00255",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",57,2018,9,7,"Online",0,0,0,140.13,0,"Not_Canceled",7.54983443527075
"INN00256",2,0,2,4,"Not Selected",0,"Room_Type 1",60,2017,11,15,"Online",0,0,0,76,1,"Not_Canceled",7.74596669241483
"INN00257",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,16,"Online",0,0,0,200,0,"Not_Canceled",0
"INN00258",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,16,"Online",0,0,0,101.5,0,"Canceled",10.0995049383621
"INN00259",2,0,0,3,"Not Selected",0,"Room_Type 1",71,2018,10,18,"Online",0,0,0,108,1,"Not_Canceled",8.42614977317636
"INN00260",3,0,2,3,"Meal Plan 2",0,"Room_Type 4",111,2018,7,23,"Online",0,0,0,189,1,"Not_Canceled",10.5356537528527
"INN00261",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",1,2018,6,11,"Online",0,0,0,166,3,"Not_Canceled",1
"INN00262",2,0,1,1,"Not Selected",0,"Room_Type 1",4,2018,1,16,"Online",0,0,0,67.5,0,"Not_Canceled",2
"INN00263",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",25,2017,9,14,"Online",0,0,0,78.54,1,"Not_Canceled",5
"INN00265",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",93,2018,10,15,"Online",0,0,0,115,0,"Canceled",9.64365076099295
"INN00266",2,0,2,5,"Not Selected",0,"Room_Type 1",53,2017,9,2,"Online",0,0,0,66.53,2,"Not_Canceled",7.28010988928052
"INN00267",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,2017,8,12,"Complementary",1,0,1,0,1,"Not_Canceled",1
"INN00268",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",4,2017,8,23,"Complementary",0,0,0,0,1,"Not_Canceled",2
"INN00270",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",122,2018,4,15,"Offline",0,0,0,85,0,"Not_Canceled",11.0453610171873
"INN00271",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",16,2018,3,11,"Corporate",0,0,0,75,0,"Not_Canceled",4
"INN00272",2,0,2,4,"Meal Plan 1",0,"Room_Type 1",28,2018,8,28,"Online",0,0,0,115.37,1,"Canceled",5.29150262212918
"INN00273",2,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,2018,3,25,"Online",0,0,0,130,0,"Canceled",12.6885775404495
"INN00274",3,0,0,2,"Meal Plan 1",0,"Room_Type 4",57,2018,12,9,"Online",0,0,0,126,2,"Not_Canceled",7.54983443527075
"INN00275",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,2018,6,12,"Online",0,0,0,94.35,1,"Not_Canceled",4.35889894354067
"INN00276",3,0,2,4,"Meal Plan 1",0,"Room_Type 4",109,2018,7,6,"Online",0,0,0,118.46,4,"Not_Canceled",10.4403065089106
"INN00278",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",33,2018,3,5,"Online",0,0,0,82.9,2,"Not_Canceled",5.74456264653803
"INN00279",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2017,8,18,"Online",0,0,0,95.33,1,"Not_Canceled",3.3166247903554
"INN00280",3,0,2,5,"Meal Plan 1",0,"Room_Type 4",40,2018,4,21,"Online",0,0,0,135.64,1,"Not_Canceled",6.32455532033676
"INN00281",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",45,2018,6,18,"Offline",0,0,0,122.4,0,"Not_Canceled",6.70820393249937
"INN00282",2,0,1,3,"Not Selected",0,"Room_Type 1",41,2018,5,9,"Online",0,0,0,116.1,0,"Canceled",6.40312423743285
"INN00283",2,0,0,4,"Not Selected",0,"Room_Type 1",167,2018,6,28,"Online",0,0,0,62.18,0,"Canceled",12.9228479833201
"INN00284",2,0,0,4,"Not Selected",0,"Room_Type 1",62,2018,3,9,"Online",0,0,0,63.75,0,"Canceled",7.87400787401181
"INN00285",1,0,1,4,"Meal Plan 1",0,"Room_Type 1",113,2018,9,7,"Online",0,0,0,118.8,0,"Canceled",10.6301458127346
"INN00286",2,0,0,2,"Not Selected",1,"Room_Type 1",1,2018,8,10,"Online",0,0,0,167,0,"Not_Canceled",1
"INN00287",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",84,2018,5,13,"Online",0,0,0,187.85,1,"Not_Canceled",9.16515138991168
"INN00288",0,2,2,2,"Meal Plan 1",0,"Room_Type 1",68,2018,4,24,"Online",0,0,0,108.38,1,"Canceled",8.24621125123532
"INN00289",2,0,0,1,"Meal Plan 1",0,"Room_Type 2",9,2018,9,7,"Complementary",1,0,3,0,1,"Not_Canceled",3
"INN00291",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",80,2018,3,17,"Online",0,0,0,80.33,1,"Not_Canceled",8.94427190999916
"INN00292",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",7,2018,8,22,"Online",0,0,0,140,1,"Canceled",2.64575131106459
"INN00293",2,1,1,1,"Meal Plan 1",0,"Room_Type 1",128,2017,8,8,"Online",0,0,0,76.5,2,"Not_Canceled",11.3137084989848
"INN00294",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",100,2018,5,1,"Online",0,0,0,105.3,1,"Not_Canceled",10
"INN00295",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",118,2018,4,3,"Online",0,0,0,87.3,1,"Canceled",10.8627804912002
"INN00296",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",166,2018,11,1,"Online",0,0,0,110,0,"Canceled",12.8840987267251
"INN00297",1,0,0,1,"Meal Plan 2",0,"Room_Type 1",41,2017,9,4,"Offline",0,0,0,83,0,"Not_Canceled",6.40312423743285
"INN00298",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",174,2018,8,13,"Online",0,0,0,99.45,1,"Not_Canceled",13.1909059582729
"INN00299",2,1,2,1,"Meal Plan 2",0,"Room_Type 1",27,2017,12,27,"Offline",0,0,0,104.5,3,"Not_Canceled",5.19615242270663
"INN00300",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",2,2018,11,16,"Online",0,0,0,92.54,2,"Not_Canceled",1.4142135623731
"INN00301",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,2018,10,13,"Offline",0,0,0,95,0,"Not_Canceled",6.08276253029822
"INN00303",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",68,2018,1,2,"Offline",1,1,0,63,1,"Not_Canceled",8.24621125123532
"INN00305",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",10,2018,5,16,"Online",0,0,0,103,0,"Not_Canceled",3.16227766016838
"INN00306",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",19,2018,2,20,"Online",0,0,0,130,1,"Not_Canceled",4.35889894354067
"INN00307",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",61,2018,3,23,"Online",0,0,0,117,0,"Canceled",7.81024967590665
"INN00308",2,0,0,4,"Meal Plan 1",0,"Room_Type 4",95,2017,12,29,"Offline",0,0,0,60.5,0,"Not_Canceled",9.74679434480896
"INN00309",2,0,0,1,"Meal Plan 2",0,"Room_Type 1",83,2017,9,30,"Offline",0,0,0,112.2,0,"Not_Canceled",9.1104335791443
"INN00310",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",37,2018,8,1,"Online",0,0,0,135.9,0,"Canceled",6.08276253029822
"INN00311",2,0,1,0,"Meal Plan 1",0,"Room_Type 1",19,2018,7,25,"Online",0,0,0,151,1,"Canceled",4.35889894354067
"INN00312",2,2,0,2,"Meal Plan 1",0,"Room_Type 6",22,2018,9,16,"Online",0,0,0,239,2,"Not_Canceled",4.69041575982343
"INN00313",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",22,2017,12,26,"Online",0,0,0,59.09,0,"Not_Canceled",4.69041575982343
"INN00314",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",151,2018,7,9,"Online",0,0,0,103.09,0,"Canceled",12.2882057274445
"INN00315",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",26,2018,2,28,"Offline",0,0,0,87,0,"Not_Canceled",5.09901951359278
"INN00316",3,0,1,0,"Meal Plan 1",0,"Room_Type 4",27,2018,4,17,"Online",0,0,0,137,0,"Canceled",5.19615242270663
"INN00317",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",79,2018,6,24,"Offline",0,0,0,109,0,"Not_Canceled",8.88819441731559
"INN00321",3,0,1,2,"Meal Plan 1",0,"Room_Type 4",27,2018,2,22,"Online",0,0,0,130,2,"Not_Canceled",5.19615242270663
"INN00322",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",51,2018,5,22,"Corporate",1,0,3,65,0,"Not_Canceled",7.14142842854285
"INN00324",2,1,1,2,"Meal Plan 1",0,"Room_Type 1",52,2018,7,8,"Online",0,0,0,132.9,0,"Canceled",7.21110255092798
"INN00325",1,0,2,0,"Meal Plan 1",0,"Room_Type 1",13,2017,10,18,"Online",0,0,0,120,0,"Not_Canceled",3.60555127546399
"INN00326",2,0,0,2,"Not Selected",0,"Room_Type 1",46,2018,11,11,"Online",0,0,0,79.2,1,"Canceled",6.78232998312527
"INN00327",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",84,2018,8,28,"Online",0,0,0,159.3,0,"Canceled",9.16515138991168
"INN00329",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",19,2017,10,6,"Offline",1,1,0,90,0,"Not_Canceled",4.35889894354067
"INN00330",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",67,2018,5,27,"Online",0,0,0,140.4,1,"Not_Canceled",8.18535277187245
"INN00331",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,8,11,"Online",0,0,0,75,0,"Not_Canceled",0
"INN00333",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",110,2017,7,25,"Online",0,0,0,94.5,0,"Canceled",10.4880884817015
"INN00334",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,12,15,"Corporate",1,0,1,75,0,"Not_Canceled",0
"INN00335",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",32,2017,10,23,"Offline",0,0,0,75,1,"Not_Canceled",5.65685424949238
"INN00337",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",38,2018,10,2,"Online",0,0,0,126,0,"Not_Canceled",6.16441400296898
"INN00338",2,0,1,1,"Not Selected",0,"Room_Type 1",175,2018,7,23,"Online",0,0,0,85.5,1,"Not_Canceled",13.228756555323
"INN00339",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",143,2018,8,18,"Online",0,0,0,140.7,0,"Canceled",11.9582607431014
"INN00340",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",127,2018,6,26,"Online",0,0,0,103.7,1,"Not_Canceled",11.2694276695846
"INN00341",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2017,9,8,"Online",0,0,0,142,0,"Not_Canceled",0
"INN00342",2,1,2,5,"Meal Plan 1",0,"Room_Type 1",95,2018,12,21,"Online",0,0,0,103.7,3,"Not_Canceled",9.74679434480896
"INN00343",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",118,2018,6,6,"Offline",0,0,0,110,0,"Not_Canceled",10.8627804912002
"INN00344",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",45,2018,11,10,"Offline",0,0,0,75,0,"Not_Canceled",6.70820393249937
"INN00345",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",69,2018,7,25,"Online",0,0,0,137.7,0,"Not_Canceled",8.30662386291807
"INN00346",2,0,0,1,"Not Selected",0,"Room_Type 1",57,2018,9,7,"Online",0,0,0,87.3,3,"Not_Canceled",7.54983443527075
"INN00347",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",5,2018,8,24,"Complementary",1,0,4,0,4,"Not_Canceled",2.23606797749979
"INN00348",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,2017,8,14,"Offline",0,0,0,101.5,0,"Not_Canceled",6.2449979983984
"INN00349",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,24,"Online",0,0,0,97,1,"Not_Canceled",0
"INN00350",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",89,2018,8,15,"Online",0,0,0,150.3,1,"Not_Canceled",9.4339811320566
"INN00351",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",85,2018,3,29,"Online",0,0,0,82.45,0,"Not_Canceled",9.21954445729289
"INN00352",1,0,0,1,"Meal Plan 1",1,"Room_Type 4",4,2018,7,1,"Corporate",1,0,3,103,1,"Not_Canceled",2
"INN00353",1,0,2,6,"Meal Plan 1",0,"Room_Type 1",11,2018,7,5,"Online",0,0,0,145,0,"Canceled",3.3166247903554
"INN00354",1,0,1,1,"Meal Plan 1",0,"Room_Type 1",12,2018,7,11,"Online",0,0,0,145,1,"Not_Canceled",3.46410161513775
"INN00355",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",77,2018,5,14,"Online",0,0,0,134.85,1,"Not_Canceled",8.77496438739212
"INN00356",2,1,1,1,"Meal Plan 1",0,"Room_Type 6",14,2018,10,22,"Online",0,0,0,168.25,1,"Not_Canceled",3.74165738677394
"INN00357",1,0,2,1,"Meal Plan 1",0,"Room_Type 1",1,2018,2,28,"Online",0,0,0,60,0,"Canceled",1
"INN00358",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",133,2018,6,13,"Offline",0,0,0,76,0,"Not_Canceled",11.5325625946708
"INN00359",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",3,2017,8,10,"Offline",0,0,0,63.5,1,"Not_Canceled",1.73205080756888
"INN00360",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",19,2018,9,18,"Offline",0,0,0,95,0,"Not_Canceled",4.35889894354067
"INN00361",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",86,2018,9,3,"Offline",0,0,0,90.95,3,"Not_Canceled",9.2736184954957
"INN00362",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",23,2017,10,16,"Online",0,0,0,98.4,2,"Not_Canceled",4.79583152331272
"INN00363",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",65,2018,9,22,"Online",0,0,0,135.9,1,"Not_Canceled",8.06225774829855
"INN00364",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",1,2018,11,16,"Online",0,0,0,130,1,"Not_Canceled",1
"INN00365",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",66,2017,11,19,"Online",0,0,0,81.9,2,"Not_Canceled",8.12403840463596
"INN00366",3,0,1,4,"Meal Plan 1",0,"Room_Type 1",50,2018,2,22,"Online",0,0,0,78.85,1,"Not_Canceled",7.07106781186548
"INN00367",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",87,2018,6,26,"Online",0,0,0,141.3,0,"Canceled",9.32737905308882
"INN00368",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",159,2018,4,9,"Offline",0,0,0,70,1,"Not_Canceled",12.6095202129185
"INN00369",2,0,2,3,"Meal Plan 2",0,"Room_Type 1",39,2018,8,13,"Online",0,0,0,170.1,2,"Not_Canceled",6.2449979983984
"INN00371",2,2,0,5,"Meal Plan 1",0,"Room_Type 6",22,2017,12,29,"Online",0,0,0,199,0,"Not_Canceled",4.69041575982343
"INN00372",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",102,2018,7,10,"Offline",0,0,0,82.45,0,"Not_Canceled",10.0995049383621
"INN00373",4,0,0,3,"Meal Plan 1",0,"Room_Type 7",86,2018,10,20,"Online",0,0,0,192.86,1,"Not_Canceled",9.2736184954957
"INN00374",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",56,2017,9,25,"Offline",0,0,0,185,0,"Not_Canceled",7.48331477354788
"INN00375",2,0,2,6,"Meal Plan 1",0,"Room_Type 1",36,2018,12,10,"Online",0,0,0,68.07,1,"Not_Canceled",6
"INN00376",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",50,2018,10,4,"Online",0,0,0,118.8,1,"Not_Canceled",7.07106781186548
"INN00377",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",115,2018,10,27,"Online",0,0,0,104.4,0,"Canceled",10.7238052947636
"INN00378",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,3,23,"Corporate",1,0,12,65,0,"Not_Canceled",0
"INN00379",2,0,1,3,"Not Selected",0,"Room_Type 1",35,2018,3,3,"Online",0,0,0,71.1,0,"Canceled",5.91607978309962
"INN00380",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",17,2018,5,21,"Offline",0,0,0,95,0,"Not_Canceled",4.12310562561766
"INN00382",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",125,2018,9,7,"Online",0,0,0,136,2,"Not_Canceled",11.1803398874989
"INN00383",2,2,2,2,"Meal Plan 1",0,"Room_Type 6",32,2018,12,2,"Online",0,0,0,147.9,0,"Canceled",5.65685424949238
"INN00384",2,0,2,0,"Not Selected",0,"Room_Type 1",5,2018,9,18,"Offline",0,0,0,123.7,0,"Not_Canceled",2.23606797749979
"INN00385",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",91,2018,6,19,"Online",0,0,0,135.9,0,"Canceled",9.53939201416946
"INN00386",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",102,2017,10,16,"Offline",0,0,0,109,0,"Not_Canceled",10.0995049383621
"INN00387",3,0,2,1,"Meal Plan 1",0,"Room_Type 4",9,2018,3,20,"Online",0,0,0,186,1,"Not_Canceled",3
"INN00388",3,0,1,3,"Meal Plan 1",0,"Room_Type 4",155,2018,12,26,"Online",0,0,0,115.6,1,"Canceled",12.4498995979887
"INN00389",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",0,2018,5,14,"Online",0,0,0,221,0,"Canceled",0
"INN00390",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",11,2017,9,15,"Corporate",0,0,0,65,0,"Not_Canceled",3.3166247903554
"INN00391",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,2018,2,19,"Corporate",0,0,0,80,0,"Not_Canceled",0
"INN00392",2,1,1,4,"Meal Plan 1",0,"Room_Type 1",86,2018,3,23,"Offline",0,0,0,73.83,0,"Not_Canceled",9.2736184954957
"INN00393",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",18,2018,10,18,"Corporate",1,3,19,67,0,"Not_Canceled",4.24264068711928
"INN00394",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,2018,3,4,"Online",0,0,0,80.3,1,"Not_Canceled",7.61577310586391
"INN00395",2,0,2,1,"Not Selected",0,"Room_Type 1",54,2018,4,30,"Offline",0,0,0,85,0,"Not_Canceled",7.34846922834953
"INN00396",2,1,2,3,"Meal Plan 1",0,"Room_Type 1",25,2018,7,23,"Online",0,0,0,152.1,1,"Canceled",5
"INN00397",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",107,2017,9,9,"Online",0,0,0,89.25,1,"Not_Canceled",10.3440804327886
"INN00398",1,0,0,4,"Meal Plan 2",0,"Room_Type 1",100,2018,9,28,"Offline",0,0,0,110,0,"Not_Canceled",10
"INN00400",2,0,0,1,"Not Selected",0,"Room_Type 1",29,2018,3,18,"Online",0,0,0,79,0,"Not_Canceled",5.3851648071345
"INN00404",2,0,1,2,"Meal Plan 1",0,"Room_Type 2",81,2018,1,29,"Online",0,0,0,62.37,2,"Not_Canceled",9
"INN00405",2,0,0,1,"Not Selected",0,"Room_Type 1",23,2018,4,8,"Online",0,0,0,98,0,"Not_Canceled",4.79583152331272
"INN00406",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",26,2017,9,17,"Online",0,0,0,117.67,1,"Canceled",5.09901951359278
"INN00407",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",20,2018,6,18,"Online",0,0,0,141,1,"Not_Canceled",4.47213595499958
"INN00408",2,1,1,3,"Meal Plan 1",0,"Room_Type 6",124,2018,12,26,"Online",0,0,0,156.61,2,"Canceled",11.13552872566
"INN00409",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",85,2018,8,3,"Online",0,0,0,152.1,0,"Canceled",9.21954445729289
"INN00410",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",167,2018,8,6,"Online",0,0,0,105.3,0,"Canceled",12.9228479833201
"INN00411",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",71,2018,5,30,"Online",0,0,0,119.85,1,"Not_Canceled",8.42614977317636
"INN00412",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",48,2018,11,4,"Online",0,0,0,97.2,2,"Not_Canceled",6.92820323027551
"INN00413",1,0,0,1,"Not Selected",0,"Room_Type 1",37,2018,5,13,"Online",0,0,0,116.1,0,"Not_Canceled",6.08276253029822
"INN00414",3,0,2,2,"Meal Plan 1",0,"Room_Type 4",76,2018,5,29,"Online",0,0,0,150.45,0,"Canceled",8.71779788708135
"INN00415",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",13,2018,1,20,"Offline",0,0,0,71,0,"Not_Canceled",3.60555127546399
"INN00416",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",3,2018,6,27,"Complementary",0,0,0,0,0,"Not_Canceled",1.73205080756888
"INN00417",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",75,2017,12,7,"Offline",0,0,0,60,0,"Not_Canceled",8.66025403784439
"INN00418",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",5,2018,4,5,"Corporate",1,0,1,89,1,"Not_Canceled",2.23606797749979
"INN00420",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",180,2018,5,2,"Offline",0,0,0,100,1,"Not_Canceled",13.4164078649987
"INN00421",2,0,1,3,"Not Selected",0,"Room_Type 1",122,2018,11,14,"Online",0,0,0,75.9,2,"Canceled",11.0453610171873
"INN00423",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",24,2018,5,29,"Online",0,0,0,104.55,2,"Not_Canceled",4.89897948556636
"INN00424",1,0,2,2,"Meal Plan 1",0,"Room_Type 1",162,2018,10,14,"Online",0,0,0,115,0,"Canceled",12.7279220613579
"INN00425",3,0,1,1,"Meal Plan 1",0,"Room_Type 4",25,2018,7,2,"Online",0,0,0,187,0,"Canceled",5
